seller_id,seller_short_code,seller_name,shop_url
1,BD101N7,Rocket Internet GmbH,https://www.daraz.com.bd/shop/rocket
3,BD101O4,Star Tech & Engineering Ltd,https://www.daraz.com.bd/shop/star-tech-engineering-ltd
7,BD101O8,La Mode,https://www.daraz.com.bd/shop/la-mode
8,BD101O9,Yellow,https://www.daraz.com.bd/shop/yellow
9,BD101OA,Sports World,https://www.daraz.com.bd/shop/sports-world
10,BD101OB,Ripon Store,https://www.daraz.com.bd/shop/ripon-store
11,BD101OC,New Steps,https://www.daraz.com.bd/shop/new-steps
19,BD101OL,Q Mobile,https://www.daraz.com.bd/shop/q-mobile
25,BD101OS,Perfect computers,https://www.daraz.com.bd/shop/perfect-computers
26,BD101OU,Symphony,https://www.daraz.com.bd/shop/smartphonessymphony/
31,BD101OZ,FG Apparels,https://www.daraz.com.bd/shop/fg-apparels
34,BD101P2,360 Lifestyle,https://www.daraz.com.bd/shop/360-lifestyle
37,BD101P5,OK Mobile,https://www.daraz.com.bd/shop/ok-mobile
39,BD101P7,Jutemart,https://www.daraz.com.bd/shop/jutemart
41,BD101P9,Quartel Infotech Ltd. â€œQILâ€,https://www.daraz.com.bd/shop/cmpl
43,BD101PB,Propel World Ltd.,https://www.daraz.com.bd/shop/propel-world-ltd
44,BD101PC,O Code,https://www.daraz.com.bd/shop/o-code
45,BD101PD,Huawei,https://www.daraz.com.bd/shop/huawei-s
49,BD101PH,Occult,https://www.daraz.com.bd/shop/occult
50,BD101PI,6 Degrees,https://www.daraz.com.bd/shop/6-degrees
52,BD101PK,"""Zinias Charms""",https://www.daraz.com.bd/shop/zinias-charms
54,BD101PN,Falah International,https://www.daraz.com.bd/shop/falah-international
58,BD101PS,BR Bazar,https://www.daraz.com.bd/shop/br-bazar
59,BD101PT,Sofel Telecom Ltd.,https://www.daraz.com.bd/shop/sofel-telecom-ltd
64,BD101PY,Doors,https://www.daraz.com.bd/shop/doors
65,BD101PZ,BD Mart eStore,https://www.daraz.com.bd/shop/bd-mart-estore
66,BD101R0,Ecstasy,https://www.daraz.com.bd/shop/ecstasy/
68,BD101R2,The Babyshop,https://www.daraz.com.bd/shop/the-babyshop
69,BD101R3,TAURUS,https://www.daraz.com.bd/shop/taurus
70,BD101R4,Tazrin & Nupur,https://www.daraz.com.bd/shop/tazrin-nupur
71,BD101R5,Veronique,https://www.daraz.com.bd/shop/veronique
73,BD101R7,"""Didars""",https://www.daraz.com.bd/shop/didars
74,BD101R8,Sample,https://www.daraz.com.bd/shop/sample
76,BD101RA,Arif Telecom,https://www.daraz.com.bd/shop/arif-telecom
79,BD101RD,Sweet Dreams,https://www.daraz.com.bd/shop/sweet-dreams
80,BD101RE,Afrah Fashion,https://www.daraz.com.bd/shop/afrah-fashion
82,BD101RG,Daraz Bangladesh,https://www.daraz.com.bd/shop/daraz-bangladesh
85,BD101RJ,DRM,https://www.daraz.com.bd/shop/drm
87,BD101RL,Islam Enterprise,https://www.daraz.com.bd/shop/islam-enterprise
88,BD101RM,Dazzling Fashion Jewelry,https://www.daraz.com.bd/shop/dazzling-fashion-jewelry
95,BD101RU,Dhaka_Shop,https://www.daraz.com.bd/shop/dhakashop
97,BD101RW,Shimizu,https://www.daraz.com.bd/shop/shimizu/
98,BD101RX,Bata,https://www.daraz.com.bd/shop/bata/
99,BD101RY,Six Degrees Watches,https://www.daraz.com.bd/shop/six-degrees-watches
100,BD101RZ,BG Mart,https://www.daraz.com.bd/shop/bg-mart
101,BD101S0,Armyman Trends,https://www.daraz.com.bd/shop/armyman-trends
102,BD101S1,Watches World Ltd,https://www.daraz.com.bd/shop/watches-world-ltd
105,BD101S4,"""Raihans""",https://www.daraz.com.bd/shop/raihans
107,BD101S6,Gadget Gang 7,https://www.daraz.com.bd/shop/gadget-gang-7
110,BD101S9,Apex,https://www.daraz.com.bd/shop/apex
111,BD101SA,BLU By SAASCO,https://www.daraz.com.bd/shop/blu-by-saasco
112,BD101SB,Miyako,https://www.daraz.com.bd/shop/miyako
113,BD101SC,Icetech Solutions Bd.,https://www.daraz.com.bd/shop/icetech-solutions-bd
114,BD101SD,Mode Mobile,https://www.daraz.com.bd/shop/mode-mobile
122,BD101SL,Asian Sky Shop,https://www.daraz.com.bd/shop/asian-sky-shop
123,BD101SM,Comet Electronics,https://www.daraz.com.bd/shop/comet-electronics
124,BD101SO,Beacon Computer,https://www.daraz.com.bd/shop/beacon-computer
127,BD101SS,Prestige Bengal Ltd.,https://www.daraz.com.bd/shop/prestige-bengal-ltd
128,BD101ST,Prottasa,https://www.daraz.com.bd/shop/prottasa
129,BD101SU,Prime Products,https://www.daraz.com.bd/shop/prime-products
130,BD101SV,The Apparel,https://www.daraz.com.bd/shop/the-apparel
131,BD101SW,Jennys,https://www.daraz.com.bd/shop/jennys
135,BD101T0,LAVELUX by SPN,https://www.daraz.com.bd/shop/lavelux
138,BD101T3,A.D.R Accessories and Electronics.,https://www.daraz.com.bd/shop/adr-accessories-and-electronics
139,BD101T4,Techno Solution,https://www.daraz.com.bd/shop/techno-solution
140,BD101T5,Dorjibari,https://www.daraz.com.bd/shop/dorjibari/
142,BD101T7,Intex,https://www.daraz.com.bd/shop/intex
143,BD101T8,Desire - Your Islamic Lifestyle,https://www.daraz.com.bd/shop/desire-your-islamic-lifestyle
147,BD101TC,Minister Hi-tech Park Ltd,https://www.daraz.com.bd/shop/minister
149,BD101TE,Studio Omana,https://www.daraz.com.bd/shop/studio-omana
151,BD101TG,Noble Fashion,https://www.daraz.com.bd/shop/noble-fashion
153,BD101TI,Ambidextrous BD,https://www.daraz.com.bd/shop/ambidextrous-bd
154,BD101TJ,O2 - Devoted to Life,https://www.daraz.com.bd/shop/o2/
158,BD101TN,Bang,https://www.daraz.com.bd/shop/bang
166,BD101TW,SB Tel Enterprises Limited  EDISON Group,https://www.daraz.com.bd/shop/sb-tel-enterprises-limited-edison-group
171,BD101U1,Epique Home Appliances LTD,https://www.daraz.com.bd/shop/epique-home-appliances-ltd/
172,BD101U2,Global Brand Private Limited,https://www.daraz.com.bd/shop/global-brand-private-limited
174,BD101U4,Touch Point,https://www.daraz.com.bd/shop/touch-point
177,BD101U7,Pick Pack Fabrics,https://www.daraz.com.bd/shop/pick-pack-fabrics
178,BD101U8,Grameen Distribution,https://www.daraz.com.bd/shop/grameen-distribution
183,BD101UD,Rubana Ali Couture,https://www.daraz.com.bd/shop/rubana-ali-couture
184,BD101UE,Flora Limited,https://www.daraz.com.bd/shop/flora-limited
186,BD101UG,Tilat Khayer,https://www.daraz.com.bd/shop/tilat-khayer
189,BD101UJ,MyCell Mobile,https://www.daraz.com.bd/shop/mycell-mobile/
190,BD101UL,TRADE CORPORATION,https://www.daraz.com.bd/shop/trade-corporation
193,BD101UO,Home n Decor,https://www.daraz.com.bd/shop/home-n-decor
194,BD101UP,ElectroNeeds,https://www.daraz.com.bd/shop/electroneeds
196,BD101US,Update International Ltd.,https://www.daraz.com.bd/shop/update-international-ltd
197,BD101UT,SK Systems,https://www.daraz.com.bd/shop/sk-systems
198,BD101UU,Regal inc.,https://www.daraz.com.bd/shop/regal-inc
200,BD101UW,International Homeware ihw,https://www.daraz.com.bd/shop/international-homeware-ihw/
202,BD101UY,Tech Online,https://www.daraz.com.bd/shop/tech-online
203,BD101UZ,Donlim Home Appliances,https://www.daraz.com.bd/shop/donlim-home-appliances
205,BD101V1,Zz Collection,https://www.daraz.com.bd/shop/zz-collection
206,BD101V2,SOHANA Electronics,https://www.daraz.com.bd/shop/sohana-electronics
208,BD101V4,Abrar Trading,https://www.daraz.com.bd/shop/abrar-trading
218,BD101VE,Nitol Electronics,https://www.daraz.com.bd/shop/nitol-electronics
219,BD101VF,Shimanto Garments LTD,https://www.daraz.com.bd/shop/shimanto-garments-ltd
221,BD101VH,IOE Bangladesh Limited,https://www.daraz.com.bd/shop/ioe-bangladesh-limited
222,BD101VI,Better Tex,https://www.daraz.com.bd/shop/better-tex
223,BD101VJ,Fashionism,https://www.daraz.com.bd/shop/fashionism
225,BD101VL,Beauty Bazar,https://www.daraz.com.bd/shop/beauty-bazar
227,BD101VN,Citizen Sports,https://www.daraz.com.bd/shop/citizen-sports
228,BD101VO,Roopchorcha,https://www.daraz.com.bd/shop/roopchorcha
230,BD101VR,Goldberg,https://www.daraz.com.bd/shop/goldberg
233,BD101VU,LYNX Bangladesh,https://www.daraz.com.bd/shop/lynx-bangladesh
234,BD101VV,Original Asian Sky Shop,https://www.daraz.com.bd/shop/original-asian-sky-shop
235,BD101VW,City Computer,https://www.daraz.com.bd/shop/city-computer
240,BD101WD,Gionee.,https://www.daraz.com.bd/shop/gionee-1532768512
241,BD101WG,Remax Bangladesh,https://www.daraz.com.bd/shop/remax-bangladesh
243,BD101WM,Smart Kitchen,https://www.daraz.com.bd/shop/smart-kitchen
244,BD101WP,Native Technology,https://www.daraz.com.bd/shop/native-technology
245,BD101WR,Expression Boutique,https://www.daraz.com.bd/shop/expression-boutique
248,BD101WU,Panna Electronics,https://www.daraz.com.bd/shop/panna-electronics
249,BD101WV,FUJIFILM,https://www.daraz.com.bd/shop/fujifilm
250,BD101WW,AR Tech & IT Zone,https://www.daraz.com.bd/shop/ar-tech-it-zone/
251,BD101WX,mShop bd,https://www.daraz.com.bd/shop/mshop-bd/
253,BD101X0,IPE Technologies LimitedNational Distributor,https://www.daraz.com.bd/shop/ipe-technologies-limitednational-distributor
255,BD101X2,The Pearl,https://www.daraz.com.bd/shop/the-pearl
256,BD101X3,BanglaShoppers.com,https://www.daraz.com.bd/shop/banglashopperscom
257,BD101X4,Badminton Planet,https://www.daraz.com.bd/shop/badminton-planet
258,BD101X5,"""Nusrahs Crochet""",https://www.daraz.com.bd/shop/nusrahs-crochet
259,BD101X6,Kingstar,https://www.daraz.com.bd/shop/kingstar
264,BD101XB,Excel Telecom.,https://www.daraz.com.bd/shop/excel-telecom-1532768515
270,BD101XH,imax Mobile,https://www.daraz.com.bd/shop/imax-mobile
272,BD101XJ,Tech Hub Online,https://www.daraz.com.bd/shop/tech-hub-online
274,BD101XL,Omor Bedding Store,https://www.daraz.com.bd/shop/omor-bedding-store
275,BD101XM,K.H. Enterprise,https://www.daraz.com.bd/shop/kh-enterprise/
276,BD101XN,Joconde,https://www.daraz.com.bd/shop/joconde
279,BD101XR,Singer Bangladesh Limited,https://www.daraz.com.bd/shop/singer-bangladesh-limited
280,BD101XS,Shah Sports,https://www.daraz.com.bd/shop/shah-sports
283,BD101XV,Wearhouse,https://www.daraz.com.bd/shop/wearhouse
286,BD101XY,Salsabil Electronics,https://www.daraz.com.bd/shop/salsabil-electronics
288,BD101Y0,Yahoo Computer,https://www.daraz.com.bd/shop/yahoo-computer
289,BD101Y1,I.Tech,https://www.daraz.com.bd/shop/itech
290,BD101Y2,ALFA BD,https://www.daraz.com.bd/shop/alfa-bd
291,BD101Y3,Ape Lifestyle,https://www.daraz.com.bd/shop/ape-lifestyle
295,BD101Y7,Neo Mart BD,https://www.daraz.com.bd/shop/neo-mart-bd
297,BD101Y9,Shaver Shop Bangladesh,https://www.daraz.com.bd/shop/shaver-shop-bangladesh
299,BD101YB,A.B.Electronics,https://www.daraz.com.bd/shop/abelectronics
300,BD101YC,FDL- Official Samsung Distributor,https://www.daraz.com.bd/shop/smartphonessamsung
302,BD101YE,Polygon Traders,https://www.daraz.com.bd/shop/polygon-traders/
306,BD101YI,WE Phone,https://www.daraz.com.bd/shop/we-phone
308,BD101YK,Silver Galary,https://www.daraz.com.bd/shop/silver-galary
309,BD101YL,"""LyNas Closet""",https://www.daraz.com.bd/shop/lynas-closet
311,BD101YN,S. B Distribution,https://www.daraz.com.bd/shop/s-b-distribution
315,BD101YS,YAMA,https://www.daraz.com.bd/shop/yama
316,BD101YT,Organic Life Bangladesh Limited,https://www.daraz.com.bd/shop/organic-life-bangladesh-limited
318,BD101YV,Eshal,https://www.daraz.com.bd/shop/eshal
321,BD101YY,Complete Kitchen,https://www.daraz.com.bd/shop/complete-kitchen/
322,BD101YZ,Astrum Technologies BD,https://www.daraz.com.bd/shop/astrum-technologies-bd
323,BD101Z0,Oronno,https://www.daraz.com.bd/shop/oronno
327,BD101Z4,SPS Corporation,https://www.daraz.com.bd/shop/sps-corporation
328,BD101Z5,Siwak,https://www.daraz.com.bd/shop/siwak
334,BD101ZG,Print World,https://www.daraz.com.bd/shop/print-world
335,BD101ZH,Smart Gadgets,https://www.daraz.com.bd/shop/smart-gadgets
338,BD101ZK,Pink Cats by Amreen,https://www.daraz.com.bd/shop/pink-cats-by-amreen/
340,BD101ZM,Hit List,https://www.daraz.com.bd/shop/hit-list
341,BD101ZN,HiTech BD,https://www.daraz.com.bd/shop/hitech-bd
344,BD101ZR,Sahama Trade International,https://www.daraz.com.bd/shop/sahama-trade-international
346,BD101ZT,Byatikrom,https://www.daraz.com.bd/shop/byatikrom
347,BD101ZU,DRESSFUSION,https://www.daraz.com.bd/shop/dressfusion
348,BD101ZV,Cats Eye,https://www.daraz.com.bd/shop/cats-eye
349,BD101ZW,BikeShop BD,https://www.daraz.com.bd/shop/bikeshop-bd/
350,BD101ZX,True Beauty,https://www.daraz.com.bd/shop/true-beauty
352,BD101ZZ,Watch Zone,https://www.daraz.com.bd/shop/watch-zone
353,BD10200,Gogon Accessories,https://www.daraz.com.bd/shop/gogon-accessories
357,BD10204,OPPO,https://www.daraz.com.bd/shop/oppo
358,BD10205,"""Russells""",https://www.daraz.com.bd/shop/russells
360,BD10207,Saularis,https://www.daraz.com.bd/shop/saularis
361,BD10208,Kent Bangladesh,https://www.daraz.com.bd/shop/kent-bangladesh/
366,BD1020D,Sports 360,https://www.daraz.com.bd/shop/sports-360
371,BD1020I,Shoilo,https://www.daraz.com.bd/shop/shoilo
373,BD1020K,"""Swapons World""",https://www.daraz.com.bd/shop/swapons-world
378,BD1020P,Chawkbazar,https://www.daraz.com.bd/shop/chawkbazar
387,BD10212,SOMOTOL.,https://www.daraz.com.bd/shop/somotol-1532768527
390,BD10215,Chowdhury Warranty,https://www.daraz.com.bd/shop/chowdhury-warranty
391,BD10216,Raw Nation,https://www.daraz.com.bd/shop/raw-nation
392,BD10217,Aslam Lighting,https://www.daraz.com.bd/shop/aslam-lighting
393,BD10218,Linnex Bangladesh,https://www.daraz.com.bd/shop/linnex-bangladesh/
394,BD10219,Cozmerina,https://www.daraz.com.bd/shop/cozmerina
396,BD1021B,Wear & Wow,https://www.daraz.com.bd/shop/wear-wow
400,BD1021F,Secret Lookz,https://www.daraz.com.bd/shop/secret-lookz
401,BD1021G,The Authentic Shop,https://www.daraz.com.bd/shop/the-authentic-shop
403,BD1021I,REVO,https://www.daraz.com.bd/shop/revo
404,BD1021J,Bags n Toys,https://www.daraz.com.bd/shop/bags-n-toys
406,BD1021L,Origin Technology,https://www.daraz.com.bd/shop/origin-technology/
408,BD1021N,J&J International,https://www.daraz.com.bd/shop/jj-international
410,BD1021P,European Sports Shop,https://www.daraz.com.bd/shop/european-sports-shop
412,BD1021S,PAESE COSMETICS,https://www.daraz.com.bd/shop/paese-cosmetics
413,BD1021T,ADA Trading Bangladesh- Official Distributor of Huawei,https://www.daraz.com.bd/shop/huawei/
416,BD1021W,StitchCrafts,https://www.daraz.com.bd/shop/stitchcrafts
417,BD1021X,Creatick Design and Technology,https://www.daraz.com.bd/shop/creatick-design-and-technology
419,BD10221,M.S. Collection,https://www.daraz.com.bd/shop/ms-collection
420,BD10222,enfield-bd,https://www.daraz.com.bd/shop/enfield-bd
421,BD10223,Tradesworth Household Limited  BD,https://www.daraz.com.bd/shop/tradesworth-household-limited-bd/
424,BD10226,Phones4U.com,https://www.daraz.com.bd/shop/phones4ucom
425,BD10227,Aham Fashion,https://www.daraz.com.bd/shop/aham-fashion/
427,BD10229,Habib Electronics Dream,https://www.daraz.com.bd/shop/habib-electronics-dream
429,BD1022B,aarot,https://www.daraz.com.bd/shop/aarot
431,BD1022D,TELESHOP,https://www.daraz.com.bd/shop/teleshop/
432,BD1022E,Sport Ex,https://www.daraz.com.bd/shop/sport-ex
433,BD1022F,Beauty Shop,https://www.daraz.com.bd/shop/beauty-shop
435,BD1022H,Master Kitchen,https://www.daraz.com.bd/shop/master-kitchen
437,BD1022J,Sareen BD,https://www.daraz.com.bd/shop/sareen-bd
438,BD1022K,NextopFashion,https://www.daraz.com.bd/shop/nextopfashion
440,BD1022M,The Perfect Cosmetics Shop,https://www.daraz.com.bd/shop/the-perfect-cosmetics-shop
442,BD1022O,Easy Shop,https://www.daraz.com.bd/shop/easy-shop
443,BD1022P,Allex Furniture,https://www.daraz.com.bd/shop/allex-furniture
446,BD1022T,21st June,https://www.daraz.com.bd/shop/21st-june
448,BD1022V,Kelyn,https://www.daraz.com.bd/shop/kelyn
451,BD1022Y,Bashir Corporation,https://www.daraz.com.bd/shop/bashir-corporation
452,BD1022Z,Al Rafi Exclusive Centre,https://www.daraz.com.bd/shop/al-rafi-exclusive-centre
453,BD10230,Ladies Dress,https://www.daraz.com.bd/shop/ladies-dress
454,BD10231,Watch Shop BD,https://www.daraz.com.bd/shop/watch-shop-bd
460,BD10237,INDIAN TVC SKY SHOP,https://www.daraz.com.bd/shop/indian-tvc-sky-shop/
463,BD1023A,Dtex,https://www.daraz.com.bd/shop/dtex
468,BD1023F,Friends Bazar,https://www.daraz.com.bd/shop/friends-bazar
472,BD1023J,KomdamEkhane,https://www.daraz.com.bd/shop/komdamekhane
474,BD1023L,Motor Care BD,https://www.daraz.com.bd/shop/motor-care-bd
477,BD1023O,SRS Electronics,https://www.daraz.com.bd/shop/srs-electronics
480,BD1023S,TVCBD.COM,https://www.daraz.com.bd/shop/tvcbdcom
482,BD10243,Smart Gadgets Bangladesh BD,https://www.daraz.com.bd/shop/smart-gadgets-bangladesh-bd/
484,BD10245,Computer Junction,https://www.daraz.com.bd/shop/computer-junction
486,BD10247,Sourcetechbd Online,https://www.daraz.com.bd/shop/sourcetechbd-online
487,BD10248,Season Plus,https://www.daraz.com.bd/shop/season-plus
488,BD10249,Opolok,https://www.daraz.com.bd/shop/opolok
489,BD1024A,The Attitude,https://www.daraz.com.bd/shop/the-attitude
492,BD1024D,A J Telecom,https://www.daraz.com.bd/shop/a-j-telecom
498,BD1024J,18 Degree,https://www.daraz.com.bd/shop/18-degree
500,BD1024L,Cosmetic Freak,https://www.daraz.com.bd/shop/cosmetic-freak
502,BD1024N,Top one,https://www.daraz.com.bd/shop/top-one/
504,BD1024P,Quick Mart,https://www.daraz.com.bd/shop/quick-mart
505,BD1024R,Advance Electro Trading,https://www.daraz.com.bd/shop/advance-electro-trading/
507,BD1024T,Araf Electronic,https://www.daraz.com.bd/shop/araf-electronic
508,BD1024U,Bag and Baggage,https://www.daraz.com.bd/shop/bag-and-baggage
509,BD1024V,Banglanatural,https://www.daraz.com.bd/shop/banglanatural
511,BD1024X,Bondhu Com,https://www.daraz.com.bd/shop/bondhu-com
512,BD1024Y,Brand Bangla,https://www.daraz.com.bd/shop/brand-bangla
516,BD10252,Campus Hutt,https://www.daraz.com.bd/shop/campus-hutt
517,BD10253,Chifemagic,https://www.daraz.com.bd/shop/chifemagic
518,BD10254,dark.web.bd,https://www.daraz.com.bd/shop/darkwebbd
527,BD1025D,Fashion Hacks BD,https://www.daraz.com.bd/shop/fashion-hacks-bd
529,BD1025F,FM Gallery,https://www.daraz.com.bd/shop/fm-gallery
530,BD1025G,Crazefreak,https://www.daraz.com.bd/shop/crazefreak
533,BD1025J,GetnCarry,https://www.daraz.com.bd/shop/getncarry
538,BD1025O,Ay Tex,https://www.daraz.com.bd/shop/ay-tex
541,BD1025S,Souls,https://www.daraz.com.bd/shop/souls
543,BD1025U,mib,https://www.daraz.com.bd/shop/mib
544,BD1025V,MSonline,https://www.daraz.com.bd/shop/msonline
547,BD1025Y,Ocean Trade International,https://www.daraz.com.bd/shop/ocean-trade-international
549,BD10260,Onushkar,https://www.daraz.com.bd/shop/onushkar
565,BD1026G,Shopprotidin,https://www.daraz.com.bd/shop/shopprotidin
568,BD1026J,SKR Glamour,https://www.daraz.com.bd/shop/skr-glamour
572,BD1026N,Sunshine25,https://www.daraz.com.bd/shop/sunshine25
575,BD1026R,Tawhid Electronics,https://www.daraz.com.bd/shop/tawhid-electronics
583,BD1026Z,Apara,https://www.daraz.com.bd/shop/apara
589,BD10275,Stylen,https://www.daraz.com.bd/shop/stylen
590,BD10276,Stylen Cosmetics,https://www.daraz.com.bd/shop/stylen-cosmetics
593,BD10279,Pegasus,https://www.daraz.com.bd/shop/pegasus
596,BD1027C,Mars Distribution,https://www.daraz.com.bd/shop/mars-distribution
597,BD1027D,Apricot,https://www.daraz.com.bd/shop/apricot
598,BD1027E,Mrimmoy,https://www.daraz.com.bd/shop/mrimmoy
601,BD1027H,Meizu Bangladesh,https://www.daraz.com.bd/shop/meizu-bangladesh
604,BD1027L,Famous Market 24,https://www.daraz.com.bd/shop/famous-market-24
605,BD1027N,RDZ Solutions,https://www.daraz.com.bd/shop/rdz-solutions/
606,BD1027O,RS World Mart,https://www.daraz.com.bd/shop/rs-world-mart
608,BD1027R,Blue Dream N/A,https://www.daraz.com.bd/shop/blue-dream-na
609,BD1027U,Perfume World Ltd,https://www.daraz.com.bd/shop/perfume-world-ltd
614,BD1027Z,AN Enterprise,https://www.daraz.com.bd/shop/an-enterprise
616,BD10281,City Mela,https://www.daraz.com.bd/shop/city-mela
618,BD10283,Dhaka Gadget Shop,https://www.daraz.com.bd/shop/dhaka-gadget-shop
619,BD10284,Famoushaat BD,https://www.daraz.com.bd/shop/famoushaat-bd
623,BD10288,Sheela Store,https://www.daraz.com.bd/shop/sheela-store
626,BD1028B,Gadget Gallery,https://www.daraz.com.bd/shop/gadget-gallery
632,BD1028L,Best Offer BD,https://www.daraz.com.bd/shop/best-offer-bd
633,BD1028M,Dukpion Dot com,https://www.daraz.com.bd/shop/dukpion-dot-com
634,BD1028N,Gearbuy,https://www.daraz.com.bd/shop/gearbuy/
636,BD1028P,indianbazarbd,https://www.daraz.com.bd/shop/indianbazarbd
637,BD1028R,Mahdiya,https://www.daraz.com.bd/shop/mahdiya
641,BD1028V,Zoobi Doobi,https://www.daraz.com.bd/shop/zoobi-doobi
643,BD1028X,Khulna Titans Sports Limited,https://www.daraz.com.bd/shop/khulna-titans-sports-limited
644,BD1028Y,Sumon Textile,https://www.daraz.com.bd/shop/sumon-textile
646,BD10290,Sattar Metal,https://www.daraz.com.bd/shop/sattar-metal
648,BD10292,Unique Collection,https://www.daraz.com.bd/shop/unique-collection
649,BD10293,La Reina,https://www.daraz.com.bd/shop/la-reina
653,BD10297,MYTH,https://www.daraz.com.bd/shop/myth
654,BD10298,Unilever Pureit,https://www.daraz.com.bd/shop/unilever-pureit/
655,BD10299,ibazare,https://www.daraz.com.bd/shop/ibazare
656,BD1029A,New Shop BD,https://www.daraz.com.bd/shop/new-shop-bd
658,BD1029D,Baghdad,https://www.daraz.com.bd/shop/baghdad
659,BD1029E,Aayan,https://www.daraz.com.bd/shop/aayan
662,BD1029H,Ajkerbazer91,https://www.daraz.com.bd/shop/ajkerbazer91
664,BD1029J,Xclusive Online Shop24,https://www.daraz.com.bd/shop/xclusive-online-shop24
665,BD1029K,Brands shopping BD,https://www.daraz.com.bd/shop/brands-shopping-bd
666,BD1029L,Bshop BD,https://www.daraz.com.bd/shop/bshop-bd
667,BD1029M,Crazy Lifestyle,https://www.daraz.com.bd/shop/crazy-lifestyle
669,BD1029O,digitweave,https://www.daraz.com.bd/shop/digitweave
670,BD1029P,DK Telecom,https://www.daraz.com.bd/shop/dk-telecom
671,BD1029R,Dude Style,https://www.daraz.com.bd/shop/dude-style
672,BD1029S,A to Z okay,https://www.daraz.com.bd/shop/a-to-z-okay/
673,BD1029T,Etukri Online Shopping,https://www.daraz.com.bd/shop/etukri-online-shopping
676,BD1029W,Gadget Ponno,https://www.daraz.com.bd/shop/gadget-ponno
677,BD1029X,welcomebd,https://www.daraz.com.bd/shop/welcomebd/
678,BD1029Y,Value Shop,https://www.daraz.com.bd/shop/value-shop
679,BD1029Z,Honest Bazar,https://www.daraz.com.bd/shop/honest-bazar
683,BD102A3,Rayhan1990,https://www.daraz.com.bd/shop/rayhan1990
684,BD102A4,Inventive Genre,https://www.daraz.com.bd/shop/inventive-genre
685,BD102A5,tomas-unique-collection,https://www.daraz.com.bd/shop/tomas-unique-collection
686,BD102A6,kotha Business point,https://www.daraz.com.bd/shop/kotha-business-point
689,BD102A9,Gadgets House,https://www.daraz.com.bd/shop/gadgets-house
690,BD102AA,Lighter Authority,https://www.daraz.com.bd/shop/lighter-authority
693,BD102AD,Moyurakkhi.com,https://www.daraz.com.bd/shop/moyurakkhicom
695,BD102AF,Porishopbd,https://www.daraz.com.bd/shop/porishopbd
696,BD102AG,REVOLVE,https://www.daraz.com.bd/shop/revolve
697,BD102AH,Rightwaybazar,https://www.daraz.com.bd/shop/rightwaybazar
698,BD102AI,sazim,https://www.daraz.com.bd/shop/sazim
707,BD102AS,tanimislam577,https://www.daraz.com.bd/shop/tanimislam577
708,BD102AT,Asia Online Trade,https://www.daraz.com.bd/shop/asia-online-trade
713,BD102AY,Kaim BD,https://www.daraz.com.bd/shop/kaim-bd
719,BD102B4,SB ENTERPRISE,https://www.daraz.com.bd/shop/sb-enterprise
720,BD102B5,R.M Shop BD,https://www.daraz.com.bd/shop/rm-shop-bd
721,BD102B6,Eshat telecom,https://www.daraz.com.bd/shop/eshat-telecom
723,BD102B8,Momota Fabrics,https://www.daraz.com.bd/shop/momota-fabrics
725,BD102BA,Elite Elegance,https://www.daraz.com.bd/shop/elite-elegance
729,BD102BE,Admin001,https://www.daraz.com.bd/shop/admin001
730,BD102BF,AdorshoBD,https://www.daraz.com.bd/shop/adorshobd
732,BD102BH,Amar Shopping,https://www.daraz.com.bd/shop/amar-shopping
733,BD102BI,BD Shop 2017,https://www.daraz.com.bd/shop/bd-shop-2017
735,BD102BK,Best Feri,https://www.daraz.com.bd/shop/best-feri
738,BD102BN,Carnet,https://www.daraz.com.bd/shop/carnet
741,BD102BR,Combo Pack,https://www.daraz.com.bd/shop/combo-pack
744,BD102BU,Easy Shopping BD,https://www.daraz.com.bd/shop/easy-shopping-bd
749,BD102BZ,Hp Link,https://www.daraz.com.bd/shop/hp-link
751,BD102C1,Juvenile Trend,https://www.daraz.com.bd/shop/juvenile-trend
755,BD102C5,kuakata e shop,https://www.daraz.com.bd/shop/kuakata-e-shop
756,BD102C6,Ladies Clothing,https://www.daraz.com.bd/shop/ladies-clothing
757,BD102C7,Fashionferi,https://www.daraz.com.bd/shop/fashionferi
758,BD102C8,Lakbuas,https://www.daraz.com.bd/shop/lakbuas
760,BD102CA,FeriMen Store,https://www.daraz.com.bd/shop/ferimen-store
762,BD102CC,Fine FIT Shoes,https://www.daraz.com.bd/shop/fine-fit-shoes/
764,BD102CE,flexibazaarshop,https://www.daraz.com.bd/shop/flexibazaarshop
769,BD102CJ,Green Door,https://www.daraz.com.bd/shop/green-door
773,BD102CN,MiniMartbd,https://www.daraz.com.bd/shop/minimartbd
777,BD102CS,New Relly Shoes,https://www.daraz.com.bd/shop/new-relly-shoes
779,BD102CU,S.P Fashion,https://www.daraz.com.bd/shop/sp-fashion
780,BD102CV,parvinitive shop,https://www.daraz.com.bd/shop/parvinitive-shop
783,BD102CY,Popular Shop,https://www.daraz.com.bd/shop/popular-shop
784,BD102CZ,prince & princes,https://www.daraz.com.bd/shop/prince-princes
785,BD102D0,rafare,https://www.daraz.com.bd/shop/rafare
788,BD102D3,safa leather,https://www.daraz.com.bd/shop/safa-leather
792,BD102D7,SmartshopBD,https://www.daraz.com.bd/shop/smartshopbd
793,BD102D8,Sobkisui BD,https://www.daraz.com.bd/shop/sobkisui-bd
